work,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Theogony,185,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ει:L:nature α:S:lexicon ε:S:nature ι:L:lexicon υ:L:lexicon ε:L:position α:S:lexicon ε:S:nature α:L:lexicon ε:S:nature α:S:lexicon ου:L:nature+position ε:S:nature ι:S:unknown α:L:position α:L:lexicon,"γείνατ’ Ἐρινῦς τε κρατερὰς μεγάλους τε Γίγαντας,"
Theogony,186,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ευ:L:nature ε:S:nature ι:S:lexicon α:L:position ο:S:nature ε:S:nature ου:L:nature+position ο:S:nature ι:S:lexicon ε:L:position ε:S:nature α:S:lexicon ε:L:position ι:S:lexicon ε:S:nature ο:L:position α:L:lexicon,"τεύχεσι λαμπομένους, δολίχ’ ἔγχεα χερσὶν ἔχοντας,"
Theogony,187,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,υ:L:position α:L:position α:L:lexicon ε:S:nature ι:S:lexicon α:L:position α:S:lexicon ε:S:nature ου:L:nature ε:S:nature α:S:lexicon ει:L:nature ο:S:nature α:S:lexicon αι:L:nature α:L:lexicon,Νύμφας θ’ ἃς Μελίας καλέουσ’ ἐπ’ ἀπείρονα γαῖαν.
Theogony,188,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,η:L:nature ε:S:nature α:S:lexicon ω:L:nature+position ο:L:position ω:L:nature ο:S:nature α:S:lexicon ο:L:position η:L:nature+position α:L:lexicon α:S:lexicon α:S:lexicon α:L:position ι:L:lexicon,μήδεα δ’ ὡς τὸ πρῶτον ἀποτμήξας ἀδάμαντι
Theogony,189,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,α:L:paroxytone_short_ultima α:S:lexicon α:S:lexicon η:L:nature ει:L:nature οι:L:nature ο:S:nature ο:S:nature υ:L:position υ:L:position ω:L:nature ε:S:nature ι:S:lexicon ο:L:position ω:L:line_final,"κάββαλ’ ἀπ’ ἠπείροιο πολυκλύστῳ ἐνὶ πόντῳ,"
Theogony,190,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,0,,ω:L:nature+position ε:S:nature ε:S:nature α:L:lexicon ε:S:nature α:S:lexicon ο:L:position ου:L:nature υ:L:lexicon ο:S:nature ο:S:nature α:L:position ι:S:lexicon ε:S:nature ευ:L:nature ο:L:line_final,"ὣς φέρετ’ ἂμ πέλαγος πουλὺν χρόνον, ἀμφὶ δὲ λευκὸς"
Theogony,191,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,α:L:position ο:S:nature α:S:lexicon α:L:lexicon α:S:lexicon α:S:lexicon ου:L:nature+position ο:S:nature ο:S:nature ω:L:nature+position υ:S:lexicon ο:S:nature ω:L:nature ε:S:nature ι:S:lexicon ου:L:nature η:L:line_final,ἀφρὸς ἀπ’ ἀθανάτου χροὸς ὤρνυτο· τῷ δ’ ἔνι κούρη
Theogony,192,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,ε:L:position ε:L:position η:L:nature+position ω:L:nature ο:L:position ε:S:nature υ:S:lexicon η:L:nature οι:L:nature ι:L:lexicon α:S:lexicon ε:S:nature οι:L:nature ι:L:lexicon,ἐθρέφθη· πρῶτον δὲ Κυθήροισιν ζαθέοισιν
Theogony,193,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,ε:L:position η:L:nature ε:L:position ε:S:nature ε:S:nature ει:L:nature α:S:lexicon ε:S:nature ι:L:position υ:S:unknown ο:S:nature ι:L:lexicon ε:S:nature ο:S:nature υ:L:paroxytone_short_ultima ο:L:line_final,"ἔπλητ’, ἔνθεν ἔπειτα περίρρυτον ἵκετο Κύπρον."
Theogony,194,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.5,1,0,correption,ε:L:position ε:S:nature η:S:nature αι:L:nature οι:L:nature η:L:nature α:L:lexicon η:L:nature ε:S:nature ο:S:nature α:L:position ι:S:lexicon ε:S:nature οι:L:nature η:L:line_final,"ἐκ δ’ ἔβη αἰδοίη καλὴ θεός, ἀμφὶ δὲ ποίη"
Theogony,195,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,3.0,1,0,lexicon_overridden;metrical_lengthening,ο:L:position ι:S:lexicon υ:S:lexicon ο:L:nature α:S:lexicon ι:S:lexicon οι:L:nature ι:S:lexicon α:S:lexicon ε:L:position ε:S:nature ο:S:nature η:L:nature+position α:S:lexicon ο:S:nature ι:L:lexicon η:L:line_final,ποσσὶν ὕπο ῥαδινοῖσιν ἀέξετο· τὴν δ’ Ἀφροδίτην
Theogony,196,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,3.5,1,1,synizesis;correption;synizesis,α:L:position ο:S:nature ε:S:nature εα:L:synizesis ε:S:nature ε:S:nature α:L:lexicon αι:S:nature ε:S:nature υ:L:position ε:S:nature α:S:lexicon ο:L:position υ:S:unknown ε:S:nature ει:L:nature α:L:lexicon,ἀφρογενέα τε θεὰν καὶ ἐυστέφανον Κυθέρειαν
Theogony,197,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,0,correption,ι:L:position η:L:nature+position ου:L:nature ι:S:lexicon ε:S:nature οι:L:nature ε:S:nature αι:S:nature α:L:lexicon ε:S:nature ε:S:nature ου:L:nature ε:S:nature ε:S:nature α:L:position ω:L:line_final,"κικλῄσκουσι θεοί τε καὶ ἀνέρες, οὕνεκ’ ἐν ἀφρῷ"
Theogony,198,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,1,correption,ε:L:position η:S:nature α:S:lexicon α:L:lexicon υ:S:unknown ε:S:nature ει:L:nature α:S:lexicon ο:S:nature ι:L:lexicon ο:S:nature ε:S:nature υ:L:position ε:S:nature υ:S:lexicon η:L:nature οι:L:line_final,"θρέφθη· ἀτὰρ Κυθέρειαν, ὅτι προσέκυρσε Κυθήροις·"
Theogony,199,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,2.0,1,0,synizesis;synizesis,υ:L:position ο:S:nature ε:S:nature εα:L:synizesis ο:S:nature ι:S:lexicon ε:L:position ο:S:nature ο:S:nature υ:L:position υ:L:position ω:L:nature ε:S:nature ι:S:lexicon υ:L:position ω:L:line_final,"Κυπρογενέα δ’, ὅτι γέντο πολυκλύστῳ ἐνὶ Κύπρῳ·"
Theogony,200,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,4.0,1,1,synizesis;synizesis,η:L:nature ε:S:nature ι:S:unknown ο:L:position η:L:nature εα:L:synizesis ο:S:nature ι:S:lexicon η:L:nature εω:L:synizesis ε:L:position ε:S:nature α:S:lexicon α:L:position η:L:line_final,"ἠδὲ φιλομμηδέα, ὅτι μηδέων ἐξεφαάνθη."
Theogony,201,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,0,correption,η:L:nature ε:S:nature ο:S:nature ω:L:nature α:L:position η:L:nature ε:S:nature αι:S:nature ι:L:lexicon ε:S:nature ο:S:nature ε:L:position ε:S:nature ο:S:nature α:L:lexicon ο:L:line_final,τῇ δ’ Ἔρος ὡμάρτησε καὶ Ἵμερος ἕσπετο καλὸς
Theogony,202,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ει:L:nature ο:S:nature ε:S:nature η:L:nature α:L:lexicon ω:L:nature α:S:lexicon ε:S:nature ω:L:nature+position ε:L:position υ:L:lexicon ο:S:nature ι:S:lexicon ου:L:nature η:L:line_final,γεινομένῃ τὰ πρῶτα θεῶν τ’ ἐς φῦλον ἰούσῃ.
Theogony,203,True,LLLLLLLSSLSSLL,LLLLLLLSSLSSLL,0.5,1,0,correption,αυ:L:nature η:L:nature+position ε:L:position α:L:position η:L:nature+position ι:L:lexicon η:L:nature ε:S:nature ει:S:nature η:L:nature ε:S:nature ε:S:nature ο:L:position ε:L:line_final,ταύτην δ’ ἐξ ἀρχῆς τιμὴν ἔχει ἠδὲ λέλογχε
Theogony,204,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,0,correption,οι:L:nature α:S:lexicon ε:S:nature α:L:position ω:L:nature οι:L:nature ι:S:lexicon αι:S:nature α:L:lexicon α:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature οι:L:nature ι:L:lexicon,"μοῖραν ἐν ἀνθρώποισι καὶ ἀθανάτοισι θεοῖσι,"
Theogony,205,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,3,,α:L:position ε:S:nature ι:S:lexicon ου:L:nature+position ο:S:nature α:S:unknown ου:L:nature+position ει:L:nature η:L:nature α:S:lexicon α:S:lexicon ε:L:position α:S:unknown α:S:unknown α:L:position ε:L:line_final,παρθενίους τ’ ὀάρους μειδήματά τ’ ἐξαπάτας τε
Theogony,206,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,ε:L:position ι:L:lexicon ε:L:position υ:S:lexicon ε:S:nature η:L:nature+position ι:S:lexicon ο:S:nature η:L:nature α:S:lexicon ε:S:nature ει:L:nature ι:S:lexicon ι:S:lexicon η:L:nature+position ε:L:line_final,τέρψιν τε γλυκερὴν φιλότητά τε μειλιχίην τε.
Theogony,207,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ου:L:nature+position ε:S:nature α:S:lexicon η:L:nature+position ι:L:lexicon η:L:nature α:S:lexicon ε:S:nature ι:L:position η:L:nature ι:L:lexicon α:S:lexicon ε:S:nature ε:L:position ε:L:line_final,τοὺς δὲ πατὴρ Τιτῆνας ἐπίκλησιν καλέεσκε
Theogony,208,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,αι:L:nature α:L:lexicon ει:L:nature ει:L:nature ω:L:nature+position ε:S:nature α:S:lexicon ου:L:nature α:S:lexicon ο:S:nature ου:L:nature+position ε:S:nature ε:S:nature αυ:L:nature ο:L:line_final,"παῖδας νεικείων μέγας Οὐρανός, οὓς τέκεν αὐτός·"
Theogony,209,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,0,lexicon_overridden,α:L:paroxytone_short_ultima ε:S:nature ε:S:nature ι:L:lexicon αι:L:nature ο:L:position α:S:lexicon α:S:lexicon α:L:position α:S:lexicon ι:S:lexicon η:L:nature ε:S:nature α:S:lexicon ε:L:position αι:L:line_final,φάσκε δὲ τιταίνοντας ἀτασθαλίῃ μέγα ῥέξαι
Theogony,210,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,ε:L:position ο:L:position οι:L:nature ο:S:nature ε:S:nature ει:L:nature α:S:lexicon ι:S:lexicon ι:L:lexicon ε:S:nature ο:S:nature ι:L:position ε:S:nature ε:S:nature ε:L:position αι:L:line_final,"ἔργον, τοῖο δ’ ἔπειτα τίσιν μετόπισθεν ἔσεσθαι."
Theogony,211,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,0,,υ:L:position ε:S:nature ε:S:nature ε:L:position υ:S:lexicon ε:S:nature ο:L:position ε:S:nature ο:S:nature ο:L:position αι:L:nature η:L:nature α:S:lexicon ε:S:nature αι:L:nature α:L:lexicon,νὺξ δ’ ἔτεκεν στυγερόν τε Μόρον καὶ Κῆρα μέλαιναν
Theogony,212,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,αι:L:nature α:S:lexicon α:S:lexicon ο:L:position ε:S:nature ε:S:nature υ:L:paroxytone_short_ultima ο:S:nature ε:S:nature ι:L:position ε:S:nature ε:S:nature υ:L:lexicon ο:S:nature ο:S:nature ει:L:nature ω:L:line_final,"καὶ Θάνατον, τέκε δ’ Ὕπνον, ἔτικτε δὲ φῦλον Ὀνείρων·"
Theogony,214,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,2.5,1,1,correption;lexicon_overridden,ευ:L:nature ε:S:nature ο:S:nature αυ:L:nature ω:L:nature ο:L:position αι:S:nature ο:S:nature ι:L:position υ:L:lexicon α:L:position ι:S:unknown ο:S:nature ε:L:position α:L:lexicon,δεύτερον αὖ Μῶμον καὶ Ὀιζὺν ἀλγινόεσσαν
Theogony,213,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ου:L:nature ι:S:lexicon ι:S:lexicon οι:L:nature η:L:nature ει:L:nature α:S:lexicon ε:S:nature α:L:lexicon ε:S:nature ε:S:nature υ:L:position ε:S:nature ε:S:nature ε:L:position η:L:line_final,"οὔ τινι κοιμηθεῖσα θεὰ τέκε Νὺξ ἐρεβεννή,"
Theogony,215,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,1,correption,ε:L:position ε:S:nature ι:S:unknown α:L:position η:L:nature+position η:L:nature α:S:lexicon ε:S:nature η:L:nature+position υ:S:lexicon ου:S:nature ω:L:nature ε:S:nature α:S:lexicon οι:L:nature ο:L:line_final,"Ἑσπερίδας θ’, ᾗς μῆλα πέρην κλυτοῦ Ὠκεανοῖο"
Theogony,216,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,υ:L:lexicon ε:S:nature α:S:lexicon α:L:lexicon α:S:lexicon ε:S:nature ου:L:nature ι:S:lexicon ε:S:nature ο:L:position α:S:lexicon ε:S:nature ε:L:position ε:S:nature α:S:lexicon α:L:position ο:L:line_final,χρύσεα καλὰ μέλουσι φέροντά τε δένδρεα καρπόν.
Theogony,217,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,αι:L:nature οι:L:nature α:L:lexicon αι:L:nature η:L:nature α:S:lexicon ε:S:nature ει:L:nature α:S:lexicon ο:S:nature η:L:nature ε:S:nature ο:S:nature οι:L:nature ου:L:line_final,"καὶ Μοίρας καὶ Κῆρας ἐγείνατο νηλεοποίνους,"
Theogony,218,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,2.5,1,1,cluster_short;correption;metrical_lengthening,ω:L:nature ω:L:nature ε:L:nature α:S:unknown ε:S:nature ι:L:lexicon ε:S:nature αι:S:nature α:L:position ο:S:nature ο:S:nature αι:L:nature ε:S:position ο:S:nature οι:L:nature ι:L:lexicon,"Κλωθώ τε Λάχεσίν τε καὶ Ἄτροπον, αἵτε βροτοῖσι"
Theogony,219,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ει:L:nature ο:S:nature ε:S:nature οι:L:nature ι:S:lexicon ι:S:lexicon ου:L:nature ι:S:lexicon ε:S:nature ει:L:nature α:S:lexicon α:S:lexicon ο:L:position ε:S:nature α:S:lexicon ο:L:position ε:L:line_final,"γεινομένοισι διδοῦσιν ἔχειν ἀγαθόν τε κακόν τε,"
Theogony,220,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,3,,αι:L:nature α:L:lexicon ω:L:nature+position ε:S:nature ε:S:nature ω:L:nature+position ε:S:nature α:S:unknown αι:L:nature α:S:unknown ι:S:lexicon α:L:unknown ε:S:nature ε:S:nature ου:L:nature ι:L:lexicon,αἵτ’ ἀνδρῶν τε θεῶν τε παραιβασίας ἐφέπουσιν·
Theogony,221,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.0,1,0,metrical_lengthening,ου:L:nature ε:S:nature ο:S:nature ε:L:nature η:L:nature ου:L:nature ι:S:lexicon ε:S:nature αι:L:nature ει:L:nature οι:L:nature ο:S:nature ο:S:nature οι:L:nature ο:L:line_final,"οὐδέ ποτε λήγουσι θεαὶ δεινοῖο χόλοιο,"
Theogony,222,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ι:L:lexicon α:S:lexicon ο:S:nature ω:L:nature ω:L:nature ω:L:nature ι:S:lexicon α:S:lexicon η:L:nature ο:S:nature ι:S:lexicon ο:L:position ι:S:lexicon α:S:lexicon α:L:position η:L:line_final,"πρίν γ’ ἀπὸ τῷ δώωσι κακὴν ὄπιν, ὅς τις ἁμάρτῃ."
Theogony,223,True,LSSLSSLLLLLSSLL,LSSLSSLLLLLSSLL,1.0,1,0,lexicon_overridden,ι:L:paroxytone_short_ultima ε:S:nature ε:S:nature αι:L:nature ε:S:nature ε:S:nature ι:L:lexicon η:L:nature α:L:lexicon η:L:nature οι:L:nature ι:S:lexicon ο:S:nature οι:L:nature ι:L:lexicon,"τίκτε δὲ καὶ Νέμεσιν, πῆμα θνητοῖσι βροτοῖσι,"
Theogony,224,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,υ:L:position ο:S:nature ο:S:nature η:L:nature ε:S:nature α:S:lexicon η:L:nature+position α:S:lexicon α:S:lexicon η:L:nature+position ε:S:nature ε:S:nature αι:L:nature ι:S:lexicon ο:S:nature η:L:nature α:L:lexicon,Νὺξ ὀλοή· μετὰ τὴν δ’ Ἀπάτην τέκε καὶ Φιλότητα
Theogony,225,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.5,1,0,correption,η:L:nature α:L:lexicon ου:L:nature ο:S:nature ε:S:nature ο:L:position αι:S:nature ε:S:nature ι:L:lexicon ε:S:nature ε:S:nature α:L:position ε:S:nature ο:S:nature υ:L:lexicon ο:L:line_final,"Γῆράς τ’ οὐλόμενον, καὶ Ἔριν τέκε καρτερόθυμον."
Theogony,226,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,αυ:L:nature α:S:lexicon ε:S:nature ι:L:lexicon υ:S:lexicon ε:S:nature η:L:nature ε:S:nature ε:S:nature ε:L:position ο:S:nature ο:S:nature α:L:position ι:S:unknown ο:S:nature ε:L:position α:L:lexicon,αὐτὰρ Ἔρις στυγερὴ τέκε μὲν Πόνον ἀλγινόεντα
Theogony,227,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,1.5,1,0,correption;metrical_lengthening,η:L:nature η:L:nature+position ε:L:nature ι:L:lexicon ο:L:position ε:S:nature αι:S:nature α:L:position ε:S:nature α:S:lexicon α:L:position υ:S:lexicon ο:S:nature ε:L:position α:L:lexicon,Λήθην τε Λιμόν τε καὶ Ἄλγεα δακρυόεντα
Theogony,228,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,υ:L:position ι:L:lexicon α:L:position ε:S:nature α:S:lexicon α:L:lexicon ε:S:nature ο:S:nature ου:L:nature+position α:L:position ο:L:position α:S:lexicon ι:S:lexicon α:L:lexicon ε:L:line_final,Ὑσμίνας τε Μάχας τε Φόνους τ’ Ἀνδροκτασίας τε
Theogony,229,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,2.0,1,0,synizesis;synizesis,ει:L:nature ε:S:nature α:S:lexicon ε:L:position ευ:L:nature εα:L:synizesis ε:S:nature ο:S:nature ου:L:nature α:L:position ι:L:position ο:S:nature ι:S:lexicon α:L:position ε:L:line_final,Νείκεά τε ψευδέας τε Λόγους Ἀμφιλλογίας τε
Theogony,230,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,2.5,1,1,lexicon_overridden,υ:L:position ο:S:nature ι:S:lexicon η:L:nature+position α:L:lexicon η:L:nature+position ε:S:nature υ:S:unknown η:L:nature ε:S:nature α:S:lexicon α:L:position η:L:nature η:L:nature ι:L:lexicon,"Δυσνομίην τ’ Ἄτην τε, συνήθεας ἀλλήλῃσιν,"
Theogony,231,True,LLLLLSSLSSLLLL,LLLLLSSLSSLLLL,1.5,1,0,,ο:L:position ο:L:position ο:L:position η:L:nature+position ει:L:nature+position ο:S:nature ε:S:nature ι:L:position ο:S:nature ι:S:lexicon ου:L:nature α:L:position ω:L:nature ου:L:line_final,"Ὅρκον θ’, ὃς δὴ πλεῖστον ἐπιχθονίους ἀνθρώπους"
Theogony,232,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature αι:L:nature ει:L:nature ο:S:nature ε:S:nature ε:L:position ι:S:lexicon ε:S:nature ω:L:nature ε:S:nature ι:S:lexicon ο:L:position ο:S:nature ο:S:nature ο:L:position η:L:line_final,"πημαίνει, ὅτε κέν τις ἑκὼν ἐπίορκον ὀμόσσῃ."
Theogony,233,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.5,1,0,synizesis;correption;synizesis,η:L:nature ε:S:nature α:S:lexicon α:L:position ευ:L:nature εα:L:synizesis αι:S:nature α:S:lexicon η:L:nature ε:S:nature α:S:lexicon ει:L:nature α:S:lexicon ο:S:nature ο:L:position ο:L:line_final,"Νηρέα δ’ ἀψευδέα καὶ ἀληθέα γείνατο Πόντος,"
Theogony,234,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,0,,ε:L:position υ:S:lexicon α:S:lexicon ο:L:position αι:L:nature ω:L:nature αυ:L:nature α:L:lexicon α:S:lexicon ε:S:nature ου:L:nature ι:S:lexicon ε:S:nature ο:L:position α:L:lexicon,"πρεσβύτατον παίδων· αὐτὰρ καλέουσι γέροντα,"
Theogony,235,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.5,1,0,synizesis;correption;synizesis,ου:L:nature ε:S:nature α:S:lexicon η:L:nature ε:L:position η:L:nature+position ε:S:nature αι:S:nature η:L:nature ι:S:lexicon ο:S:nature ου:L:nature ε:S:nature ε:S:nature ι:L:lexicon εω:L:synizesis,"οὕνεκα νημερτής τε καὶ ἤπιος, οὐδὲ θεμιστέων"
Theogony,236,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,0,correption,η:L:nature ε:S:nature αι:S:nature α:L:position α:S:lexicon ι:S:lexicon αι:L:nature α:S:lexicon αι:S:nature η:L:nature ι:S:lexicon α:S:lexicon η:L:nature ε:S:nature α:S:lexicon οι:L:nature ε:L:line_final,"λήθεται, ἀλλὰ δίκαια καὶ ἤπια δήνεα οἶδεν·"
Theogony,237,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.5,1,0,correption,αυ:L:nature ι:L:lexicon αυ:L:nature αυ:L:nature α:L:position α:S:lexicon ε:S:nature α:L:lexicon αι:S:nature α:S:lexicon η:L:nature ο:S:nature α:S:lexicon ο:L:position υ:L:lexicon,αὖτις δ’ αὖ Θαύμαντα μέγαν καὶ ἀγήνορα Φόρκυν
Theogony,238,True,LLLSSLLLLLSSLL,LLLSSLLLLLSSLL,0.0,1,0,,αι:L:nature η:L:nature ι:L:lexicon ο:S:nature ε:S:nature ο:L:position αι:L:nature η:L:nature ω:L:nature α:L:position ι:S:lexicon α:S:lexicon η:L:nature ο:L:line_final,Γαίῃ μισγόμενος καὶ Κητὼ καλλιπάρῃον
Theogony,239,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,1,,ευ:L:nature υ:S:unknown ι:S:lexicon η:L:nature+position α:S:lexicon α:S:lexicon α:L:position ο:S:nature ε:S:nature ι:L:lexicon ε:S:nature ι:S:lexicon υ:L:lexicon ο:S:nature ε:S:nature ου:L:nature α:L:lexicon,Εὐρυβίην τ’ ἀδάμαντος ἐνὶ φρεσὶ θυμὸν ἔχουσαν.
Theogony,240,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,η:L:nature η:L:nature ο:L:position ε:S:nature ε:S:nature ο:L:position ο:S:nature ε:S:nature η:L:nature α:S:unknown α:S:lexicon ε:L:position α:S:lexicon ε:S:nature α:L:lexicon ω:L:line_final,Νηρῆος δ’ ἐγένοντο μεγήρατα τέκνα θεάων
Theogony,241,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,1.5,1,0,correption,ο:L:position ω:S:nature ε:S:nature α:L:position υ:S:lexicon ε:S:nature ω:L:nature αι:L:nature ω:L:nature ι:S:lexicon ο:S:nature η:L:nature υ:S:lexicon ο:S:nature οι:L:nature ο:L:line_final,"πόντῳ ἐν ἀτρυγέτῳ καὶ Δωρίδος ἠυκόμοιο,"
Theogony,242,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ου:L:nature η:L:nature ω:L:nature ε:S:nature α:S:lexicon οι:L:nature ο:S:nature ε:S:nature η:L:nature ε:L:position ο:L:position ο:S:nature α:S:lexicon οι:L:nature ο:L:line_final,"κούρης Ὠκεανοῖο, τελήεντος ποταμοῖο,"
Theogony,243,True,LLLLLSSLLLLLL,LLLLLSSLLLLLL,1.5,1,2,,ω:L:nature ω:L:nature ευ:L:nature+position α:L:position η:L:nature ε:S:nature α:S:unknown ω:L:nature α:L:position ι:L:position ι:L:unknown η:L:nature ε:L:line_final,Πλωτώ τ’ Εὐκράντη τε Σαώ τ’ Ἀμφιτρίτη τε
Theogony,244,True,LLLSSLSSLLLLLL,LLLSSLSSLLLLLL,1.5,1,1,,ευ:L:nature ω:L:nature η:L:nature ε:S:nature ε:S:nature ι:L:lexicon ε:S:nature α:S:unknown η:L:nature η:L:nature ε:L:position αυ:L:nature η:L:nature ε:L:line_final,Εὐδώρη τε Θέτις τε Γαλήνη τε Γλαύκη τε
Theogony,245,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,υ:L:lexicon ο:S:nature ο:S:nature η:L:nature+position ει:L:nature ω:L:nature ε:S:nature ο:S:nature η:L:nature α:S:unknown ι:S:lexicon η:L:nature ε:S:nature ο:S:nature ε:L:position α:L:lexicon,Κυμοθόη Σπειώ τε Θόη θ’ Ἀλίη τ’ ἐρόεσσα
Theogony,246,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,1.5,1,2,correption,α:L:lexicon ι:S:lexicon ε:S:nature η:L:nature ε:S:nature α:S:unknown ω:L:nature ε:S:nature αι:S:nature ευ:L:nature ι:L:unknown η:L:nature ο:S:nature ο:S:nature η:L:nature υ:L:lexicon,Πασιθέη τ’ Ἐρατώ τε καὶ Εὐνίκη ῥοδόπηχυς
Theogony,247,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.0,1,1,correption,αι:L:nature ε:S:nature ι:S:lexicon η:L:nature α:S:lexicon ι:S:lexicon ε:L:position α:S:lexicon αι:S:nature ευ:L:nature ι:S:unknown ε:S:nature η:L:nature αι:S:nature α:S:lexicon αυ:L:nature η:L:line_final,καὶ Μελίτη χαρίεσσα καὶ Εὐλιμένη καὶ Ἀγαυὴ
Theogony,248,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,ω:L:nature ω:L:nature ε:L:position ω:L:nature ω:L:nature ε:S:nature ε:S:nature ου:L:nature α:S:lexicon ε:S:nature υ:L:lexicon α:S:lexicon ε:S:nature η:L:nature ε:L:line_final,Δωτώ τε Πρωτώ τε Φέρουσά τε Δυναμένη τε
Theogony,249,True,LLLSSLLLLLSSLL,LLLSSLLLLLSSLL,0.5,1,0,correption,η:L:nature αι:L:nature η:L:nature ε:S:nature αι:S:nature α:L:position αι:L:nature η:L:nature αι:L:nature+position ω:L:nature ο:S:nature ε:S:nature ει:L:nature α:L:lexicon,Νησαίη τε καὶ Ἀκταίη καὶ Πρωτομέδεια
