word,nucleus,length
κάρυστον,0,S
κάσον,0,S
κάστορά,2,S
κάτα,0,S
κάτα,1,S
κάταντα,0,S
κάταντα,2,S
κάτεισι,0,S
κάτεχεν,0,S
κάτθανε,1,S
κάτθαν’,1,S
κάτθεσαν,2,S
κάτω,0,S
κέαται,1,S
κέατο,1,S
κέατ’,1,S
κέδρινον,1,S
κέκλιτο,1,S
κέκλυθι,1,S
κέκλυθι,2,S
κέκλυτέ,1,S
κέκλυτε,1,S
κέκμηκας,2,S
κέλαδον,1,S
κέρα,1,S
κέρας,1,S
κέρασιν,1,S
κέρδεα,2,S
κέρδεσιν,2,S
κέρδιον,1,S
κέχυθ’,1,S
κέχυται,1,S
κέχυτο,1,S
κέχυτ’,1,S
κήδεα,2,S
κήδεσι,2,S
κήρυκά,1,L
κήρυκά,2,S
κήρυκα,1,L
κήρυκα,2,S
κήρυκας,1,L
κήρυκας,2,S
κήρυκε,1,L
κήρυκες,1,L
κήρυκι,1,L
κήρυκι,2,S
κήρυκος,1,L
κίδναται,1,L
κίε,0,S
κίεν,0,S
κίθαριν,0,S
κίθαριν,1,S
κίθαρις,0,S
κίθαρις,1,S
κίνησεν,0,L
κίνυντο,0,L
κίοι,0,S
κίομεν,0,S
κίον,0,S
κίχανε,0,S
κίχανε,1,L
κίχανεν,0,S
κίχανεν,1,L
κίχανον,0,S
κίχανον,1,L
κίχεν,0,S
κίχον,0,S
κί’,0,S
καήμεναι,0,S
καίριόν,1,S
καίωσι,2,S
καβησόθεν,0,S
καγχαλόων,1,S
καγχαλόωσι,1,S
καγχαλόωσι,4,S
καδδῦσαι,1,L
καδμεΐωνας,2,S
καθάπτεσθαι,0,S
καθάπτετο,0,S
καθέζετο,0,S
καθέζετ’,0,S
καθέηκα,0,S
καθέηκα,3,S
καθέξει,0,S
καθήατο,0,S
καθήατο,2,S
καθήμεναι,0,S
καθήμενοι,0,S
καθήμενος,0,S
καθίετε,0,S
καθίετε,1,L
καθίζειν,0,S
καθίζοις,0,S
καθίκεο,0,S
καθίκεο,1,L
καθίσσας,0,S
καθίστα,0,S
καθαιρήσουσι,0,S
καθαιρήσουσι,4,S
καθαλλομένη,0,S
καθαπτόμενος,0,S
καθαρῷ,0,S
καθαρῷ,1,S
καθεζομένη,0,S
καθεζόμενοι,0,S
καθεζόμενος,0,S
καθεζώμεσθα,0,S
καθεζώμεσθα,4,S
καθεῖσε,0,S
καθεῖσεν,0,S
καθεῦδ’,0,S
καθορώμενος,0,S
καθορῶν,0,S
καθύπερθε,0,S
καθύπερθε,1,S
καθύπερθεν,0,S
καθύπερθεν,1,S
καθύπερθ’,0,S
καθύπερθ’,1,S
καθῆστο,0,S
καθῖζον,0,S
καθ’,0,S
καινέα,2,S
καινεΐδαο,2,S
καινεΐδαο,3,L
καιομένῃσιν,4,S
καιρίῳ,1,S
κακά,0,S
κακά,1,S
κακήν,0,S
κακαὶ,0,S
κακιζόμενόν,0,S
κακοί,0,S
κακομηχάνου,0,S
κακομηχάνου,3,S
κακορραφίης,0,S
κακορραφίης,2,S
κακορραφίης,3,S
κακοφραδὲς,0,S
κακοφραδὲς,2,S
κακοὶ,0,S
κακοὺς,0,S
κακοῖο,0,S
κακοῖς,0,S
κακοῖσι,0,S
κακοῖσι,2,S
κακοῦ,0,S
κακόν,0,S
κακός,0,S
κακότεχνος,0,S
κακότητα,0,S
κακότητα,3,S
κακότητι,0,S
κακότητι,3,S
κακότητος,0,S
κακώτερον,0,S
κακώτερος,0,S
κακὰ,0,S
κακὰ,1,S
κακὰς,0,S
κακὰς,1,L
κακὴ,0,S
κακὴν,0,S
κακὸν,0,S
κακὸς,0,S
κακῇ,0,S
κακῇς,0,S
κακῶν,0,S
κακῶς,0,S
κακῷ,0,S
καλά,0,L
καλά,1,S
καλάμην,0,S
καλάμην,1,S
καλάς,0,L
καλάς,1,L
καλέει,0,S
καλέεσκε,0,S
καλέεσκον,0,S
καλέονται,0,S
καλέουσι,0,S
καλέουσι,3,S
καλέουσιν,0,S
καλέουσιν,3,S
καλέουσ’,0,S
καλέσαντες,0,S
καλέσαντο,0,S
καλέσας,0,S
καλέσας,2,L
καλέσασ’,0,S
καλέσασ’,2,L
καλέσειε,0,S
καλέσειεν,0,S
καλέσκετο,0,S
καλέσσαι,0,S
καλέσσατο,0,S
καλέσσατο,2,S
καλέσσω,0,S
καλή,0,L
καλήμεναι,0,S
καλήν,0,L
καλήσιον,0,S
καλήσιον,2,S
καλήτορα,0,S
καλήτορα,3,S
καλαί,0,L
καλαύροπα,0,S
καλαύροπα,3,S
καλαὶ,0,L
καλεοίμην,0,S
καλεσσάμενος,0,S
καλεσσάμενος,2,S
καλεσσαμένη,0,S
καλεσσαμένη,2,S
καλεῖ,0,S
καλεῦντο,0,S
καλητορίδην,0,S
καλητορίδην,3,S
καλλίαρόν,1,S
καλλίαρόν,2,S
καλλίτριχας,2,S
καλλίτριχας,3,S
καλλίτριχε,2,S
καλλίτριχες,2,S
καλλίτριχος,2,S
καλλιάνασσα,1,S
καλλιάνασσα,2,S
καλλιάνειρα,1,S
καλλιάνειρα,2,S
καλλιγύναικα,1,S
καλλιγύναικα,2,S
καλλικολώνης,1,S
καλλικολώνῃ,1,S
καλλικόμοιο,1,S
καλλιπάρῃον,1,S
καλλιπάρῃον,2,S
καλλιπάρῃος,1,S
καλλιπάρῃος,2,S
καλλιπαρῄῳ,1,L
καλλιπαρῄῳ,2,L
καλλιπλοκάμοιο,3,S
καλλιπλοκάμου,3,S
καλλιπλοκάμῳ,3,S
καλλισφύρου,2,S
καλοὶ,0,L
καλοὺς,0,L
καλοῖς,0,L
καλοῦ,0,L
καλυδῶνά,0,S
καλυδῶνά,1,S
καλυδῶνά,3,S
καλυδῶνα,0,S
καλυδῶνα,1,S
καλυδῶνα,3,S
καλυδῶνι,0,S
καλυδῶνι,1,S
καλυδῶνος,0,S
καλυδῶνος,1,S
καλυψαμένη,0,S
καλυψαμένη,2,S
καλόν,0,L
καλός,0,L
καλύδνας,0,S
καλύπτει,0,S
καλύπτοι,0,S
καλύπτρην,0,S
καλύπτων,0,S
καλύψαι,0,S
καλύψαντες,0,S
καλύψας,0,S
καλύψας,2,L
καλύψατο,0,S
καλύψατο,2,S
καλύψω,0,S
καλύψῃ,0,S
καλὰ,0,L
καλὰ,1,S
καλὰς,0,L
καλὰς,1,L
καλὴ,0,L
καλὴν,0,L
καλὸν,0,L
καλὼ,0,L
καλῆς,0,L
καλῇ,0,L
καλῇσι,0,L
καλῇσι,2,S
καλῇσιν,0,L
καλῇσιν,2,S
καλῷ,0,L
καμάτῳ,0,S
καμάτῳ,1,S
καμέτην,0,S
καμεῖται,0,S
καμμονίην,2,S
καμπύλα,1,S
καμπύλα,2,S
καμπύλον,1,S
καμόμεσθα,0,S
καμόμεσθα,3,S
καμόντα,0,S
καμόντας,0,S
καμόντων,0,S
κανάχιζε,0,S
κανάχιζε,1,S
κανέοισιν,0,S
κανέοισιν,3,S
καναχὴ,0,S
καναχὴ,1,S
καναχὴν,0,S
καναχὴν,1,S
κανόνας,0,S
κανόνεσσ’,0,S
κανών,0,S
καπέτοιο,0,S
καπανήϊον,0,S
καπανήϊον,1,S
καπανήϊον,3,S
καπανήϊος,0,S
καπανήϊος,1,S
καπανήϊος,3,S
καπανηϊάδη,0,S
καπανηϊάδη,1,S
καπανηϊάδη,3,S
καπανηϊάδη,4,S
καπανῆος,0,S
καπανῆος,1,S
καπρίῳ,1,S
καρήαθ’,0,S
καρήαθ’,2,S
καρήατα,0,S
καρήατα,2,S
καρήατα,3,S
καρήατι,0,S
καρήατι,2,S
καρήατι,3,S
καρήατος,0,S
καρήατος,2,S
καρήνων,0,S
καρδίῃ,1,S
καρδαμύλην,1,S
καρδαμύλην,2,S
καρπαλίμοισι,1,S
καρπαλίμοισι,2,S
καρπαλίμοισι,4,S
καρπαλίμως,1,S
καρπαλίμως,2,S
καρρέζουσα,3,S
καρτεροθύμων,3,L
καρτερόθυμε,3,L
καρτερόθυμον,3,L
καρτερὰ,2,S
καρφαλέον,1,S
καρχαλέοι,1,S
καρχαροδόντων,1,S
καρχαρόδοντε,1,S
καρὸς,0,S
καρῶν,0,L
κασίγνηται,0,S
κασίγνητε,0,S
κασίγνητοί,0,S
κασίγνητοι,0,S
κασίγνητον,0,S
κασίγνητος,0,S
κασιγνήτη,0,S
κασιγνήτην,0,S
κασιγνήτοιο,0,S
κασιγνήτοισί,0,S
κασιγνήτοισί,4,S
κασιγνήτοισι,0,S
κασιγνήτοισι,4,S
κασιγνήτοιό,0,S
κασιγνήτους,0,S
κασιγνήτων,0,S
κασιγνήτῃσι,0,S
κασιγνήτῃσι,4,S
κασιγνήτῃσιν,0,S
κασιγνήτῳ,0,S
κασσίτερόν,1,S
κασσιτέροιο,1,S
κασσιτέρου,1,S
κασσιτέρῳ,1,S
καστιάνειρα,1,S
καστιάνειρα,2,S
καστιάνειρα,4,S
κατά,0,S
κατά,1,S
κατάγειν,0,S
κατάγειν,1,S
κατάλεξον,0,S
κατάλεξον,1,S
κατάνευσον,0,S
κατάνευσον,1,S
κατάπαυμα,0,S
κατάπαυμα,1,S
κατάπαυμα,3,S
κατέβαλλε,0,S
κατέβαν,0,S
κατέβησαν,0,S
κατέβησαν,3,S
κατέδευσας,0,S
κατέδευσας,3,S
κατέδησαν,0,S
κατέδησαν,3,S
κατέδησ’,0,S
κατέδονται,0,S
κατέδουσιν,0,S
κατέδυ,0,S
κατέδυ,2,L
κατέδων,0,S
κατέθεντ’,0,S
κατέθηκαν,0,S
κατέθηκαν,3,S
κατέθηκε,0,S
κατέθηκεν,0,S
κατέκαιον,0,S
κατέκηε,0,S
κατέκλων,0,S
κατέκτα,0,S
κατέκτα,2,S
κατέκταθεν,0,S
κατέκταθεν,2,S
κατέκταν,0,S
κατέκτανε,0,S
κατέκτανε,2,S
κατέκτανεν,0,S
κατέκτανεν,2,S
κατέκτανον,0,S
κατέκτανον,2,S
κατέκυψε,0,S
κατέλειπον,0,S
κατέλεκτο,0,S
κατέλεξας,0,S
κατέλεξεν,0,S
κατέλυσε,0,S
κατέλυσε,2,L
κατέμαρπτε,0,S
κατένευσα,0,S
κατένευσας,0,S
κατένευσε,0,S
κατένευσεν,0,S
κατέπαυσε,0,S
κατέπεφνε,0,S
κατέπεφνεν,0,S
κατέπηκτο,0,S
κατέπηξαν,0,S
κατέπηξεν,0,S
κατέρεξεν,0,S
κατέρυκε,0,S
κατέρυκε,2,L
κατέρυκες,0,S
κατέρυκες,2,L
κατέσβεσε,0,S
κατέσσυτο,0,S
κατέσσυτο,2,S
κατέστυγε,0,S
κατέστυγε,2,S
κατέχευαν,0,S
κατέχευαν,3,S
κατέχευε,0,S
κατέχευεν,0,S
κατέχονται,0,S
κατέχοντο,0,S
κατέχουσι,0,S
κατέχουσι,3,S
κατήλθομεν,0,S
κατήριπε,0,L
κατήριπε,2,L
κατήσθιε,0,S
κατήσθιε,2,S
κατίμεν,0,S
κατίμεν,1,S
κατίσχεαι,0,S
κατίσχει,0,S
καταβάς,0,S
καταβάς,1,S
καταβάς,2,L
καταβήμεναι,0,S
καταβήμεναι,1,S
καταβήομεν,0,S
καταβήομεν,1,S
καταβήσεο,0,S
καταβήσεο,1,S
καταβήσεται,0,S
καταβήσεται,1,S
καταβᾶσα,0,S
καταβᾶσα,1,S
καταβᾶσα,2,L
καταβᾶσα,3,S
καταβῆναι,0,S
καταβῆναι,1,S
καταδάψαι,0,S
καταδάψαι,1,S
καταδημοβορῆσαι,0,S
καταδημοβορῆσαι,1,S
καταδύμεναι,0,S
καταδύμεναι,1,S
καταδύμεναι,2,L
καταδύντα,0,S
καταδύντα,1,S
καταδύντες,0,S
καταδύντες,1,S
καταδύντι,0,S
καταδύντι,1,S
καταδύσεο,0,S
καταδύσεο,1,S
καταδύσεο,2,L
καταδῦναι,0,S
καταδῦναι,1,S
καταδῦναι,2,L
καταδῦσα,0,S
καταδῦσα,1,S
καταδῦσα,2,L
καταδῦσα,3,S
καταείνυσαν,0,S
καταείνυσαν,1,S
καταείνυσαν,3,S
καταείνυσαν,4,S
καταείσατο,0,S
καταείσατο,1,S
καταείσατο,3,S
καταθάπτειν,0,S
καταθάπτειν,1,S
καταθέντε,0,S
καταθέντε,1,S
καταθείομαι,0,S
καταθείομαι,1,S
καταθνητοῖσιν,0,S
καταθνητοῖσιν,4,S
καταθνητός,0,S
καταθνητῶν,0,S
καταθνῄσκων,0,S
καταθύμιος,0,S
καταθύμιος,1,S
καταθύμιος,2,L
καταθύμιος,3,S
καταθύμιός,0,S
καταθύμιός,1,S
καταθύμιός,2,L
καταθύμιός,3,S
κατακήομεν,0,S
κατακήομεν,1,S
κατακαίριον,0,S
κατακαίριον,1,S
κατακαίριον,3,S
κατακαιέμεν,0,S
κατακαιέμεν,1,S
κατακείαται,0,S
κατακείαται,1,S
κατακείαται,3,S
κατακείμενος,0,S
κατακείμενος,1,S
κατακεῖσθαι,0,S
κατακεῖσθαι,1,S
κατακοιμηθήτω,0,S
κατακοιμηθήτω,1,S
κατακοιμηθῆναι,0,S
κατακοιμηθῆναι,1,S
κατακρύψειν,0,S
κατακτάμεν,0,S
κατακτάμεν,2,S
κατακτάμεναι,0,S
κατακτάμεναι,2,S
κατακτάνῃ,0,S
κατακτάνῃ,2,S
κατακτάς,0,S
κατακτανέουσιν,0,S
κατακτανέουσιν,2,S
κατακτανέουσιν,5,S
κατακτείναντα,0,S
κατακτείναντα,4,S
κατακτείνας,0,S
κατακτείνας,3,L
κατακτείνειε,0,S
κατακτείνειεν,0,S
κατακτείνῃ,0,S
κατακτενέεσθε,0,S
κατακτενεῖ,0,S
κατακτεῖναι,0,S
κατακτὰς,0,S
καταλέξω,0,S
καταλέξω,1,S
καταλήθοντ’,0,S
καταλήθοντ’,1,S
καταλείπετε,0,S
καταλείπετε,1,S
καταλείψομεν,0,S
καταλείψομεν,1,S
καταλείψουσιν,0,S
καταλείψουσιν,1,S
καταλειβομένοιο,0,S
καταλειβομένοιο,1,S
καταμάρψῃ,0,S
καταμάρψῃ,1,S
καταμήσατο,0,S
καταμήσατο,1,S
καταμήσατο,3,S
καταμύξατο,0,S
καταμύξατο,1,S
καταμύξατο,3,S
κατανεύσομαι,0,S
κατανεύσομαι,1,S
κατανεύσω,0,S
κατανεύσω,1,S
κατανεῦσαι,0,S
κατανεῦσαι,1,S
καταξέμεν,0,S
καταπέφνων,0,S
καταπέφνων,1,S
καταπέφνῃ,0,S
καταπέφνῃ,1,S
καταπέψῃ,0,S
καταπέψῃ,1,S
καταπαυσέμεν,0,S
καταπαυσέμεν,1,S
καταπαύσῃ,0,S
καταπαύσῃ,1,S
καταπρηνέσσ’,0,S
καταπρηνεῖ,0,S
καταπτήξας,0,S
καταπτήξας,3,L
καταπτήτην,0,S
καταπτώσσειν,0,S
καταπτώσσοντες,0,S
καταπτώσσοντ’,0,S
καταπτώσσουσι,0,S
καταπτώσσουσι,4,S
καταπύθεται,0,S
καταπύθεται,1,S
καταπύθεται,2,L
καταρρέον,0,S
κατασχομένη,0,S
κατατεθνήκασι,0,S
κατατεθνήκασι,1,S
κατατεθνήκασι,4,L
κατατεθνηώτων,0,L
κατατεθνηώτων,1,L
κατατεθνηῶτας,0,L
κατατεθνηῶτας,1,L
κατατεθνηῶτι,0,L
κατατεθνηῶτι,1,L
κατατεθνηῶτι,5,S
κατατεθνηῶτος,0,L
κατατεθνηῶτος,1,L
κατατρύχω,0,S
κατατρύχω,2,L
καταφθιμένοιο,0,S
καταφθιμένοιο,2,S
καταφλέξω,0,S
καταφυλαδόν,0,S
καταφυλαδόν,1,S
καταφυλαδόν,2,L
καταφυλαδόν,3,S
καταχεύῃ,0,S
καταχεύῃ,1,S
καταχεῦαι,0,S
καταχεῦαι,1,S
καταχθόνιος,0,S
καταχθόνιος,3,S
καταῖτυξ,0,S
κατεάξαμεν,0,S
κατεάξαμεν,3,S
κατείβετο,0,S
κατεβήσετο,0,S
κατεδύσεθ’,0,S
κατεδύσεθ’,2,L
κατεδύσετο,0,S
κατεδύσετο,2,L
κατειβόμενον,0,S
κατεκλάσθη,0,S
κατεκοιμήθημεν,0,S
κατεκόσμει,0,S
κατελέξατο,0,S
κατελέξατο,3,S
κατελθέμεν,0,S
κατελθόντ’,0,S
κατεναντίον,0,S
κατεναντίον,3,S
κατεπάλμενος,0,S
κατεπλήγη,0,S
κατερήριπεν,0,S
κατερήριπεν,3,S
κατερήτυον,0,S
κατερήτυον,3,S
κατερύκανε,0,S
κατερύκανε,2,L
κατερύκανε,3,S
κατερύκει,0,S
κατερύκει,2,L
κατερύκω,0,S
κατερύκω,2,L
κατεσθίει,0,S
κατεσθίει,2,S
κατεστόρεσαν,0,S
κατευνήσαιμι,0,S
κατευνήσαιμι,4,S
κατευνήσαιμ’,0,S
κατεύνασθεν,0,S
κατηπιόωντο,0,S
κατηπιόωντο,2,S
κατηρεφέας,0,S
κατηρεφέας,4,L
κατηρᾶτο,0,S
κατηρᾶτο,2,L
κατηφήσας,0,S
κατηφήσας,3,L
κατηφείη,0,S
κατηφείην,0,S
κατηφόνες,0,S
κατιοῦσα,0,S
κατιοῦσα,1,S
κατιοῦσα,3,S
κατοίσεται,0,S
κατωμαδίοιο,0,S
κατωμαδίοιο,2,S
κατωμαδίοιο,3,S
κατωμαδόν,0,S
κατωμαδόν,2,S
κατωμαδὸν,0,S
κατωμαδὸν,2,S
κατόπισθε,0,S
κατόπισθεν,0,S
κατὰ,0,S
κατὰ,1,S
κατῆλθον,0,S
κατ’,0,S
καϋστρίου,0,S
καϋστρίου,2,S
καύματος,1,S
καὶμοῖρα,2,S
κεάδαο,1,S
κεάδαο,2,L
κείατο,1,S
κείμενα,2,S
κείνοισι,2,S
κείνοισιν,2,S
κεβριόναο,1,S
κεβριόναο,3,L
κεβριόνην,1,S
κεβριόνης,1,S
κεβριόνῃ,1,S
κεδνότατοι,2,S
κειμήλια,2,S
κειμήλια,3,S
κειμήλιον,2,S
κεκάδοντο,1,S
κεκάλυπτο,1,S
κεκάλυφθ’,1,S
κεκαδησόμεθ’,1,S
κεκαδὼν,1,S
κεκακωμένοι,1,S
κεκαλυμμένα,1,S
κεκαλυμμένα,4,S
κεκαλυμμένος,1,S
κεκαφηότα,1,S
κεκαφηότα,4,S
κεκλήατο,2,S
κεκλίαται,1,S
κεκλίαται,2,S
κεκλιμένοι,1,S
κεκλιμένον,1,S
κεκλιμένος,1,S
κεκμηότας,3,S
κεκμηῶτι,3,S
κεκονιμένοι,2,L
κεκορυθμένα,4,S
κεκοτηότι,4,S
κεκριμένη,1,S
κεκριμένον,1,S
κεκρύφαλόν,1,S
κεκρύφαλόν,2,S
κεκόνιτο,2,L
κελάδησαν,1,S
κελάδησαν,3,S
κελάδοντα,1,S
κελάδοντα,3,S
κελάδοντι,1,S
κελάδοντι,3,S
κελάδων,1,S
κελάρυζε,1,S
κελαδεινή,1,S
κελαδεινὴ,1,S
κελαδεινὸν,1,S
κελαδεινῆς,1,S
κελαρύζει,1,S
κελευτιόων,2,S
κελευτιόωντ’,2,S
κεμάδ’,1,S
κενεῶνα,3,S
κεντρηνεκέας,4,L
κεράεσσι,1,S
κεράεσσι,3,S
κεράμων,1,S
κεράμῳ,1,S
κεράων,1,S
κεράϊζε,1,S
κεραΐζετον,1,S
κεραΐζων,1,S
κεραμεὺς,1,S
κεραοξόος,1,S
κεραϊζομένην,1,S
κεραϊζομένους,1,S
κεραϊξέμεν,1,S
κεραὸν,1,S
κερδαλέης,1,S
κερδαλεόφρον,1,S
κερδοσύνῃ,2,S
κερτομίας,2,S
κερτομίας,3,L
κερτομίοις,2,S
κερτομίοισι,2,S
κερτομίοισι,4,S
κεφαλέων,1,S
κεφαλή,1,S
κεφαλήν,1,S
κεφαλαὶ,1,S
κεφαλὰς,1,S
κεφαλὰς,2,L
κεφαλὴ,1,S
κεφαλὴν,1,S
κεφαλῆς,1,S
κεφαλῆφιν,1,S
κεφαλῆφιν,3,S
κεφαλῇ,1,S
κεφαλῇσι,1,S
κεφαλῇσι,3,S
κεχάροντο,1,S
κεχανδότα,3,S
κεχαρησέμεν,1,S
κεχαρηότα,1,S
κεχαρηότα,4,S
κεχαρισμένα,1,S
κεχαρισμένα,4,S
κεχαρισμένε,1,S
κεχαροίατο,1,S
κεχαροίατο,3,S
κεχηνότα,3,S
κεύθεσι,2,S
κεῖθι,1,S
κηάμενοι,1,S
κηρεσσιφορήτους,2,S
κηρόθι,2,S
κηρύκεσσι,1,L
κηρύκεσσι,3,S
κηρύκων,1,L
κηρὶ,1,S
κηφισίδι,1,L
κηφισίδι,2,S
κηφισίδι,3,S
κηφισοῖο,1,L
κηφισὸν,1,L
κηώδεϊ,3,S
κιθάριζε,0,S
κιθάριζε,1,S
κιθαριστύν,0,S
κιθαριστύν,1,S
κικλήσκουσι,3,S
κικόνων,0,S
κιλίκεσσ’,0,S
κιλίκεσσ’,1,S
κιλίκων,0,S
κιλίκων,1,S
κινήθη,0,L
κινήσαντος,0,L
κινήσας,0,L
κινήσας,2,L
κινήσῃ,0,L
κινηθέντος,0,L
κινυμένοιο,0,L
κινυμένοιο,1,S
κινυρὴ,0,S
κινυρὴ,1,S
κινύμενος,0,L
κινύμενος,1,S
κινύρης,0,S
κινύρης,1,S
κιοίτην,0,S
κιοῦσαι,0,S
κισσηῒς,2,L
κιχάνει,0,S
κιχάνει,1,L
κιχάνεται,0,S
κιχάνεται,1,L
κιχάνετε,0,S
κιχάνετε,1,L
κιχάνομαι,0,S
κιχάνομαι,1,L
κιχήμεναι,0,S
κιχήμενον,0,S
κιχήσατο,0,S
κιχήσατο,2,S
κιχήσεσθαι,0,S
κιχήσεται,0,S
κιχήσομαι,0,S
κιχήτην,0,S
κιχείη,0,S
κιχείομεν,0,S
κιχείω,0,S
κιχεὶς,0,S
κιχησόμεθα,0,S
κιόντα,0,S
κιόντες,0,S
κιόντι,0,S
κιών,0,S
κιὼν,0,S
κλέα,1,S
κλίναντες,0,L
κλίνασα,0,L
κλίνασα,1,L
κλίνασα,2,S
κλίνων,0,L
κλίνῃσι,0,L
κλίνῃσι,2,S
κλαίουσα,2,S
κλειτὰς,1,L
κληῒς,1,L
κληῖδα,1,L
κληῖδα,2,S
κληῖδες,1,L
κληῖδι,1,L
κληῖσιν,1,L
κληῖσιν,2,S
κληῖσ’,1,L
κληῗδι,1,L
κληῗδι,2,S
κλισίαι,0,S
κλισίαι,1,S
κλισίας,0,S
κλισίας,1,S
κλισίας,2,L
κλισίηθεν,0,S
κλισίηθεν,1,S
κλισίην,0,S
κλισίην,1,S
κλισίης,0,S
κλισίης,1,S
κλισίηφι,0,S
κλισίηφι,1,S
κλισίηφι,3,S
κλισίῃ,0,S
κλισίῃ,1,S
κλισίῃς,0,S
κλισίῃς,1,S
κλισίῃσι,0,S
κλισίῃσι,1,S
κλισίῃσι,3,S
κλισίῃσιν,0,S
κλισίῃσιν,1,S
κλισίῃσιν,3,S
κλισιάων,0,S
κλισιάων,1,S
κλισιάων,2,L
κλισιῶν,0,S
κλισιῶν,1,S
κλισμοῖσι,2,S
κλιτῦς,0,L
κλονέοντα,3,S
κλονέοντας,3,S
κλονέωσι,3,S
κλονίον,1,S
κλονίος,1,S
κλυμένη,0,S
κλυτίδην,0,S
κλυτίδην,1,S
κλυτίοιο,0,S
κλυτίοιο,1,S
κλυτίον,0,S
κλυτίον,1,S
κλυταιμνήστρης,0,S
κλυτομήδεα,0,S
κλυτομήδεα,4,S
κλυτοπώλῳ,0,S
κλυτοτέχνην,0,S
κλυτοτέχνης,0,S
κλυτοτόξῳ,0,S
κλυτοῦ,0,S
κλυτός,0,S
κλυτότοξον,0,S
κλυτὰ,0,S
κλυτὰ,1,S
κλυτὸν,0,S
κλυτὸς,0,S
κλωμακόεσσαν,1,S
κλύον,0,S
κλῖνε,0,L
κλῦθί,0,L
κλῦθί,1,S
κλῦθι,0,L
κλῦθι,1,S
κλῦτε,0,L
κνέφας,1,S
κνήμῃσιν,2,S
κνήστι,1,L
κνίση,0,L
κνίσην,0,L
κνίσης,0,L
κνίσῃ,0,L
κνημάων,1,L
κνημοῖσι,2,S
κνημῖδας,1,L
κνημῖδας,2,S
κοίλας,1,L
κοίλῃσιν,2,S
κοίρανε,1,S
κοίρανοι,1,S
κοίρανον,1,S
κοίρανος,1,S
κοιμήσατο,2,S
κοιμᾶθ’,1,L
κοιρανέοντα,1,S
κοιρανέουσιν,1,S
κοιρανέων,1,S
κολλήεντα,3,S
κομίσαιο,1,S
κομίσαντο,1,S
κομίσσατο,2,S
κομιδὴ,1,S
κομιδὴν,1,S
κομόωντας,3,S
κονάβησαν,1,S
κονάβησαν,3,S
κονάβησε,1,S
κονάβιζε,1,S
κονάβιζεν,1,S
κονίη,1,L
κονίην,1,S
κονίης,1,L
κονίοντες,1,L
κονίσαλος,1,L
κονίσαλος,2,S
κονίσουσιν,1,L
κονίῃς,1,S
κονίῃσι,1,S
κονίῃσι,3,S
κονίῃσιν,1,S
κονίῃσιν,3,S
κονισάλῳ,1,L
κονισάλῳ,2,S
κορεσσάμεθα,2,S
κορεσσάμενος,2,S
κορθύεται,1,S
κορινθόθι,3,S
κορυθάϊκι,1,S
κορυθάϊκι,2,L
κορυθάϊκι,3,L
κορυθαίολος,1,S
κορυνήτην,1,S
κορυνήτης,1,S
κορυσσάμενος,2,S
κορυφάς,1,S
κορυφάς,2,L
κορυφήν,1,S
κορυφαί,1,S
κορυφοῦται,1,S
κορυφὰς,1,S
κορυφῆς,1,S
κορυφῇ,1,S
κορυφῇς,1,S
κορυφῇσι,1,S
κορυφῇσι,3,S
κορυφῇσιν,1,S
κορωνίσι,2,S
κορωνίσι,3,S
κορωνίσιν,2,S
κορωνίσιν,3,S
κορύθεσσι,1,S
κορύθεσσι,3,S
κορύθων,1,S
κορύνη,1,S
κορύνῃ,1,S
κοσμησάμενος,2,S
κοτέσσατο,2,S
κοτεσσάμενος,2,S
κοτεσσαμένη,2,S
κοτυλήρυτον,1,S
κοτυλήρυτον,3,S
κοτύλην,1,S
κουράων,1,L
κουρήτεσσι,3,S
κουρίδιον,1,S
κουρίδιον,2,S
κουριδίην,1,S
κουριδίην,2,S
κουριδίης,1,S
κουριδίης,2,S
κουροτέροισι,4,S
κούρητας,2,S
κούρῃσιν,2,S
κοῦφα,1,S
κράατα,0,L
κράατα,1,S
κράατα,2,S
κράατος,0,L
κράατος,1,S
κράνειαν,0,S
κράπαθόν,0,S
κράπαθόν,1,S
κράτεΐ,0,S
κράτεΐ,2,L
κράτεσφι,0,L
κράτεσφι,2,S
κράτεϊ,0,S
κράτος,0,S
κρέα,1,S
κρέασίν,1,S
κρήγυον,1,S
κρήδεμνα,2,S
κρήθωνά,2,S
κρήτεσσι,2,S
κρίκε,0,S
κρίκον,0,S
κρίνας,0,L
κρίνας,1,L
κρίνονται,0,L
κρίνοντες,0,L
κρίνωσι,0,L
κρίνωσι,2,S
κρίνῃ,0,L
κραδάων,0,S
κραδάων,1,S
κραδίη,0,S
κραδίη,1,S
κραδίην,0,S
κραδίην,1,S
κραδίης,0,S
κραδίης,1,S
κραδίῃ,0,S
κραδίῃ,1,S
κραδαινομένη,0,S
κραδαινόμενον,0,S
κραιπνοῖσι,2,S
κραιπνὰ,1,S
κρανέεσθαι,0,S
κρανίῳ,0,L
κρανίῳ,1,S
κραναῆς,0,S
κραναῆς,1,S
κραναῇ,0,S
κραναῇ,1,S
κρασὶν,0,L
κρατέει,0,S
κρατέειν,0,S
κρατέεις,0,S
κρατέρ’,0,S
κρατέων,0,S
κραταιή,0,S
κραταιγύαλοι,0,S
κραταιγύαλοι,2,S
κραταιγύαλοι,3,S
κραταιοῦ,0,S
κραταιὴ,0,S
